metric_id,available,macro_mean,reason,finite_condition_count,total_condition_count
txpert_macro_pearson_delta,true,0.33907772317053902,,598,598
trishift_pearson_delta,true,0.36640780003254753,,598,598
systema_pearson,true,0.0092220571931275891,,598,598
