metric_id,available,macro_mean,reason,finite_condition_count,total_condition_count
txpert_macro_pearson_delta,true,0.29048899471897155,,598,598
trishift_pearson_delta,true,0.32284637754221734,,596,598
systema_pearson,true,-0.076811200413907196,,596,598
