metric_id,available,macro_mean,reason,finite_condition_count,total_condition_count
txpert_macro_pearson_delta,true,0.39298226940232878,,273,273
trishift_pearson_delta,true,0.4833659117811076,,273,273
systema_pearson,true,0.078653244916532181,,273,273
