metric_id,available,macro_mean,reason,finite_condition_count,total_condition_count
txpert_macro_pearson_delta,false,,constant_vector,0,598
trishift_pearson_delta,true,0.023027799599662679,,598,598
systema_pearson,true,-0.33675129447792063,,598,598
